FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
33,42,PENNSYLVANIA,PA,Luzerne,42079,"Luzerne County, Pennsylvania",890.341248638,318917.0,0.0,148154.0,355.0,127514.0,915.0,48174.0,2044.0,12034.0,824.0,25899.0,385.0,24732.0,824.0,60364.0,32.0,62686.0,0.0,48952.0,1062.0,12586.0,643.7,48309.0,63.0,6794.0,631.4,7620.0,462.8,4415.0,335.0,1465.0,258.8,13286.0,565.0,12379.0,744.0,15.7,0.7,7.6,0.5,25899.0,385.0,10.9,0.4,18.9,0.1,19.7,0.0,15.7,0.3,9.9,0.5,15.1,0.0,2.2,0.2,5.1,0.3,3.0,0.2,1.1,0.2,10.4,0.4,3.9,0.2,0.8788,0.7727,0.4394,0.4091,2.5,0.7121,0.5152,0.303,0.5152,0.8939,2.2273,0.5909,0.7576,0.9091,1.6667,0.8182,0.7121,0.1364,0.4697,0.8939,0.5909,2.803,0.6818,9.197,0.8636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23555.0,1281.0,7.6,0.4,323823.0
34,42,PENNSYLVANIA,PA,Montgomery,42091,"Montgomery County, Pennsylvania",483.010549864,815876.0,0.0,327785.0,334.0,309884.0,1043.0,52250.0,2257.0,26376.0,1094.0,42995.0,349.0,34804.0,1233.0,133967.0,45.0,179600.0,0.0,80135.0,1656.0,19916.0,781.5,187006.0,395.0,14563.0,826.0,45510.0,1059.2,2786.0,258.0,3475.0,394.9,18687.0,864.0,21798.0,827.0,6.6,0.3,5.9,0.2,42995.0,349.0,6.1,0.2,16.4,0.1,22.0,0.0,10.0,0.2,6.4,0.3,22.9,0.0,1.9,0.1,13.9,0.3,0.8,0.1,1.1,0.1,6.0,0.3,2.7,0.1,0.0152,0.3333,0.0152,0.0,0.3636,0.0303,0.1818,0.7879,0.0303,0.1818,1.1818,0.1212,0.8939,0.8485,1.7424,0.8788,0.9697,0.0455,0.4091,0.197,0.4697,2.0909,0.2576,5.3788,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,40941.0,1710.0,5.1,0.2,931454.0
35,42,PENNSYLVANIA,PA,Pike,42103,"Pike County, Pennsylvania",544.960320782,56210.0,0.0,38506.0,89.0,21135.0,655.0,5672.0,779.0,2672.0,375.0,29695.0,986.0,3759.0,453.0,11515.0,126.0,11119.0,26.0,9385.0,619.0,1356.0,225.7,10327.0,74.0,795.0,307.4,351.0,89.4,1249.0,199.0,247.0,100.5,981.0,180.0,449.0,107.0,10.2,1.4,9.9,1.3,29695.0,986.0,9.3,1.1,20.5,0.2,19.8,0.0,16.8,1.1,6.4,1.0,18.4,0.1,1.5,0.6,0.9,0.2,3.2,0.5,1.2,0.5,4.6,0.8,0.8,0.2,0.1667,0.9697,0.1818,0.2273,1.5455,0.303,0.8485,0.3485,0.7121,0.1667,2.0758,0.5,0.8333,0.7727,1.6061,0.803,0.0152,0.1818,0.5,0.0152,0.0303,0.7424,0.0,5.9697,0.1818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4693.0,618.0,8.4,1.1,43998.0
36,42,PENNSYLVANIA,PA,Potter,42105,"Potter County, Pennsylvania",1081.32216122,17239.0,0.0,12832.0,70.0,6623.0,153.0,2395.0,198.0,430.0,65.0,22929.0,1138.0,1540.0,133.0,3756.0,19.0,3658.0,39.0,3036.0,161.0,447.0,65.1,567.0,23.0,76.0,76.5,215.0,52.4,1743.0,118.0,34.0,12.5,422.0,62.0,262.0,111.0,14.1,1.2,5.8,0.9,22929.0,1138.0,12.5,1.1,21.8,0.1,21.2,0.2,17.9,0.9,6.7,1.0,3.3,0.1,0.5,0.5,1.7,0.4,13.6,0.9,0.5,0.2,6.4,0.9,1.5,0.6,0.6364,0.2879,0.8788,0.7273,2.5303,0.7273,0.9697,0.697,0.8788,0.2424,2.7879,0.9545,0.0909,0.4394,0.5303,0.2121,0.1061,0.8939,0.0455,0.2727,0.197,1.5152,0.0455,7.3636,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1689.0,149.0,9.9,0.9,15229.0
37,42,PENNSYLVANIA,PA,Snyder,42109,"Snyder County, Pennsylvania",328.775927559,40246.0,0.0,16141.0,105.0,14528.0,256.0,4230.0,500.0,903.0,113.0,24708.0,1291.0,4553.0,337.0,6769.0,101.0,8750.0,38.0,4870.0,423.0,1241.0,175.6,1904.0,21.0,333.0,121.0,418.0,127.9,1298.0,170.0,220.0,88.4,1080.0,167.0,2178.0,248.0,11.1,1.3,4.4,0.5,24708.0,1291.0,17.1,1.3,16.8,0.3,21.7,0.1,12.2,1.1,8.5,1.2,4.7,0.1,0.9,0.3,2.6,0.8,8.0,1.1,1.5,0.6,7.4,1.1,5.4,0.6,0.2879,0.0,0.5758,0.9545,1.8182,0.3636,0.2273,0.7576,0.1061,0.7424,1.8333,0.3485,0.2576,0.6212,0.8788,0.4545,0.2576,0.5606,0.7727,0.4242,0.7727,2.7879,0.6667,7.3182,0.4697,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5524.0,511.0,13.8,1.3,38000.0
38,42,PENNSYLVANIA,PA,Tioga,42117,"Tioga County, Pennsylvania",1133.77667662,42031.0,0.0,21447.0,137.0,16340.0,268.0,5509.0,435.0,1335.0,159.0,24626.0,674.0,3201.0,241.0,8232.0,29.0,8441.0,19.0,6780.0,301.0,1140.0,137.2,1547.0,4.0,103.0,72.2,609.0,91.8,3951.0,221.0,157.0,48.5,864.0,109.0,979.0,236.0,13.4,1.0,6.8,0.8,24626.0,674.0,10.9,0.8,19.6,0.1,20.1,0.0,16.3,0.7,7.0,0.8,3.7,0.0,0.3,0.2,2.8,0.4,18.4,1.0,1.0,0.3,5.3,0.7,2.3,0.6,0.5758,0.5909,0.6061,0.4091,2.1818,0.5758,0.6667,0.4242,0.5909,0.3485,2.0303,0.4545,0.1515,0.1667,0.3182,0.1212,0.303,0.9697,0.2727,0.1364,0.3333,2.0152,0.2273,6.5455,0.2879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3971.0,282.0,9.5,0.7,37854.0
39,42,PENNSYLVANIA,PA,Warren,42123,"Warren County, Pennsylvania",884.140460557,40649.0,0.0,23357.0,81.0,16904.0,329.0,5042.0,554.0,1124.0,139.0,25414.0,958.0,2603.0,204.0,8406.0,31.0,8050.0,0.0,7062.0,353.0,1014.0,154.9,1214.0,21.0,166.0,94.7,591.0,114.0,2634.0,192.0,215.0,78.8,1202.0,137.0,753.0,132.0,12.7,1.4,5.8,0.7,25414.0,958.0,8.8,0.7,20.7,0.1,19.8,0.0,17.7,0.9,6.0,0.9,3.0,0.1,0.4,0.2,2.5,0.5,11.3,0.8,1.3,0.5,7.1,0.8,1.9,0.3,0.4394,0.2879,0.5303,0.197,1.4545,0.2727,0.9091,0.3788,0.8333,0.0909,2.2121,0.5758,0.0455,0.3636,0.4091,0.1667,0.2273,0.7121,0.6212,0.3333,0.2576,2.1515,0.3182,6.2273,0.197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3026.0,374.0,7.6,0.9,36018.0
40,42,PENNSYLVANIA,PA,Westmoreland,42129,"Westmoreland County, Pennsylvania",1027.56066353,359377.0,0.0,168225.0,456.0,150697.0,922.0,36398.0,1689.0,9673.0,661.0,30153.0,471.0,18351.0,943.0,74281.0,61.0,67889.0,0.0,52628.0,1272.0,9997.0,568.6,20730.0,103.0,975.0,235.6,8250.0,496.6,9608.0,519.0,724.0,173.8,11612.0,613.0,8358.0,1033.0,10.3,0.5,5.3,0.3,30153.0,471.0,7.0,0.4,20.7,0.1,18.9,0.0,14.8,0.3,6.6,0.4,5.8,0.0,0.3,0.1,4.9,0.3,5.7,0.3,0.5,0.1,7.7,0.4,2.3,0.3,0.1818,0.1667,0.1515,0.0758,0.5758,0.0758,0.9091,0.1515,0.4242,0.2121,1.697,0.2576,0.3485,0.2273,0.5758,0.2727,0.6364,0.3939,0.0152,0.4848,0.3182,1.8485,0.1515,4.697,0.0455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18813.0,1027.0,5.3,0.3,329084.0
41,42,PENNSYLVANIA,PA,Allegheny,42003,"Allegheny County, Pennsylvania",730.076297266,1230360.0,0.0,590150.0,538.0,531075.0,2098.0,152390.0,3619.0,42347.0,1259.0,33830.0,281.0,53974.0,1433.0,214128.0,28.0,234911.0,0.0,160211.0,2405.0,38949.0,1162.3,253845.0,349.0,9956.0,915.2,75859.0,1430.3,4414.0,408.0,3989.0,357.8,71183.0,1480.0,35608.0,962.0,12.7,0.3,6.4,0.2,33830.0,281.0,6.1,0.2,17.4,0.1,19.1,0.0,13.2,0.2,7.3,0.2,20.6,0.0,0.9,0.1,12.9,0.2,0.7,0.1,0.8,0.1,13.4,0.3,2.9,0.1,0.4394,0.4697,0.0606,0.0,0.9697,0.1364,0.3485,0.2121,0.2273,0.4394,1.2273,0.1364,0.8636,0.5909,1.4545,0.7424,0.9545,0.0303,0.1364,0.9848,0.5,2.6061,0.5455,6.2576,0.2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,73370.0,2255.0,6.0,0.2,1380390.0
42,42,PENNSYLVANIA,PA,Cambria,42021,"Cambria County, Pennsylvania",688.351571892,137762.0,0.0,65215.0,270.0,57214.0,483.0,20274.0,967.0,5221.0,363.0,23993.0,492.0,9360.0,468.0,28078.0,59.0,26655.0,0.0,24180.0,811.0,4628.0,344.4,9569.0,62.0,303.0,141.7,3070.0,289.3,2654.0,213.0,472.0,102.7,5898.0,309.0,7988.0,478.0,15.6,0.7,8.3,0.6,23993.0,492.0,9.5,0.5,20.4,0.1,19.3,0.0,18.1,0.6,8.1,0.6,6.9,0.0,0.2,0.1,4.7,0.4,4.1,0.3,0.8,0.2,10.3,0.5,5.8,0.3,0.8636,0.9394,0.7424,0.2576,2.803,0.8485,0.8333,0.2273,0.9242,0.6515,2.6364,0.9091,0.4545,0.0758,0.5303,0.2273,0.6061,0.2424,0.1667,0.8788,0.803,2.697,0.5909,8.6667,0.7576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8548.0,623.0,6.4,0.5,139513.0
43,42,PENNSYLVANIA,PA,Chester,42029,"Chester County, Pennsylvania",750.51371976,512028.0,0.0,195720.0,354.0,186721.0,813.0,35883.0,2173.0,14880.0,765.0,44299.0,572.0,24292.0,1109.0,74609.0,82.0,120575.0,35.0,41928.0,1126.0,11329.0,679.4,99152.0,162.0,12274.0,882.0,18764.0,865.6,5036.0,411.0,2343.0,300.2,8995.0,550.0,14250.0,802.0,7.2,0.4,5.3,0.3,44299.0,572.0,7.0,0.3,14.6,0.1,23.5,0.0,8.3,0.2,6.1,0.4,19.4,0.0,2.5,0.2,9.6,0.4,2.6,0.2,1.3,0.2,4.8,0.3,2.8,0.2,0.0303,0.1667,0.0,0.0758,0.2727,0.0152,0.0303,0.9848,0.0,0.1061,1.1212,0.1061,0.8485,0.9545,1.803,0.9394,0.8939,0.1212,0.5909,0.0606,0.4848,2.1515,0.303,5.3485,0.1212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34961.0,1876.0,6.9,0.4,521974.0
44,42,PENNSYLVANIA,PA,Clarion,42031,"Clarion County, Pennsylvania",600.833579041,38939.0,0.0,20034.0,107.0,15848.0,264.0,6941.0,478.0,1301.0,176.0,22451.0,582.0,3000.0,241.0,6921.0,27.0,7383.0,13.0,6498.0,402.0,1088.0,168.7,1425.0,49.0,215.0,118.6,893.0,164.4,2408.0,191.0,225.0,70.0,1323.0,171.0,1514.0,207.0,18.6,1.3,7.1,1.0,22451.0,582.0,11.5,0.9,17.8,0.1,19.0,0.0,16.9,1.0,6.9,1.1,3.7,0.1,0.6,0.3,4.5,0.8,12.0,1.0,1.4,0.4,8.3,1.1,3.9,0.5,0.9545,0.6667,0.9242,0.6061,3.1515,0.9545,0.3788,0.1667,0.7424,0.2879,1.5758,0.1667,0.1364,0.5455,0.6818,0.3182,0.5606,0.7879,0.7273,0.5303,0.6061,3.2121,0.8636,8.6212,0.7424,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3483.0,356.0,9.0,0.9,38337.0
45,42,PENNSYLVANIA,PA,Clearfield,42033,"Clearfield County, Pennsylvania",1144.67717469,81170.0,0.0,38627.0,181.0,31303.0,404.0,11196.0,968.0,2977.0,308.0,21650.0,489.0,7645.0,420.0,15374.0,63.0,15289.0,0.0,13503.0,590.0,2163.0,272.8,5434.0,19.0,691.0,167.7,1305.0,163.8,4845.0,330.0,325.0,96.4,2402.0,268.0,5525.0,335.0,14.8,1.3,8.1,0.8,21650.0,489.0,12.9,0.7,18.9,0.1,18.8,0.0,17.8,0.8,6.9,0.9,6.7,0.0,0.9,0.2,3.4,0.4,12.5,0.8,1.0,0.3,7.7,0.8,6.8,0.4,0.7879,0.9091,0.9848,0.7727,3.4545,0.9848,0.5152,0.1364,0.8485,0.3182,1.8182,0.3333,0.4242,0.6364,1.0606,0.5909,0.4242,0.8182,0.3636,0.4848,0.8788,2.9697,0.7424,9.303,0.9091,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6450.0,504.0,8.5,0.7,78168.0
46,42,PENNSYLVANIA,PA,Clinton,42035,"Clinton County, Pennsylvania",887.983723339,39536.0,0.0,18985.0,132.0,14710.0,279.0,6436.0,739.0,1240.0,195.0,22084.0,479.0,3097.0,245.0,6808.0,34.0,8100.0,24.0,5902.0,323.0,1204.0,170.8,1824.0,21.0,217.0,84.4,754.0,147.0,1892.0,189.0,194.0,46.8,1316.0,174.0,2192.0,269.0,17.3,2.0,6.6,1.0,22084.0,479.0,12.4,1.0,17.2,0.1,20.5,0.1,15.2,0.8,8.2,1.2,4.6,0.1,0.6,0.2,4.0,0.8,10.0,1.0,1.3,0.3,8.9,1.2,5.5,0.7,0.9242,0.5455,0.9545,0.7121,3.1364,0.9394,0.303,0.5455,0.4697,0.6667,1.9848,0.4091,0.2424,0.5303,0.7727,0.3788,0.5,0.6515,0.6364,0.6364,0.7879,3.2121,0.8485,9.1061,0.8485,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3709.0,396.0,9.5,1.0,37100.0
47,42,PENNSYLVANIA,PA,Erie,42049,"Erie County, Pennsylvania",799.212790502,279133.0,0.0,119931.0,331.0,110047.0,756.0,44452.0,1881.0,9751.0,610.0,25555.0,383.0,16766.0,679.0,43949.0,29.0,61297.0,0.0,41209.0,1300.0,11562.0,713.9,41464.0,205.0,3320.0,426.6,8976.0,527.0,6647.0,393.0,1586.0,263.9,11902.0,709.0,12727.0,753.0,16.7,0.7,7.1,0.4,25555.0,383.0,8.9,0.4,15.7,0.1,22.0,0.0,15.1,0.5,10.5,0.6,14.9,0.1,1.3,0.2,7.5,0.4,5.5,0.3,1.4,0.2,10.8,0.6,4.6,0.3,0.8939,0.6667,0.5152,0.2121,2.2879,0.6364,0.0909,0.7727,0.4545,0.9545,2.2727,0.6818,0.7424,0.697,1.4394,0.7273,0.8485,0.3636,0.7424,0.9545,0.697,3.6061,0.9697,9.6061,0.9545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,18902.0,1098.0,6.9,0.4,293674.0
48,42,PENNSYLVANIA,PA,Huntingdon,42061,"Huntingdon County, Pennsylvania",874.651301973,45844.0,0.0,22391.0,154.0,16975.0,337.0,5572.0,562.0,1456.0,156.0,22217.0,978.0,3726.0,260.0,8514.0,44.0,8711.0,12.0,6857.0,339.0,1196.0,159.8,4087.0,41.0,141.0,76.6,509.0,106.3,2803.0,160.0,193.0,65.7,1202.0,172.0,5177.0,325.0,13.7,1.4,7.3,0.8,22217.0,978.0,11.4,0.8,18.6,0.1,19.0,0.0,16.3,0.8,7.0,0.9,8.9,0.1,0.3,0.2,2.3,0.5,12.5,0.7,1.1,0.4,7.1,1.0,11.3,0.7,0.6061,0.697,0.9394,0.5909,2.8333,0.8788,0.4848,0.1818,0.5909,0.3636,1.6212,0.1818,0.5758,0.2576,0.8333,0.4242,0.1818,0.8182,0.4545,0.3333,0.9697,2.7576,0.6364,8.0455,0.5758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3211.0,385.0,7.6,0.9,40848.0
49,42,PENNSYLVANIA,PA,Juniata,42067,"Juniata County, Pennsylvania",391.350240856,24811.0,0.0,10987.0,64.0,9326.0,171.0,2926.0,417.0,626.0,111.0,23461.0,971.0,3069.0,271.0,4912.0,34.0,5595.0,7.0,3446.0,284.0,573.0,91.5,1230.0,8.0,430.0,127.8,347.0,99.0,1306.0,148.0,198.0,52.9,673.0,109.0,297.0,50.0,12.0,1.7,5.3,0.9,23461.0,971.0,17.6,1.5,19.8,0.1,22.6,0.0,14.0,1.2,6.1,1.0,5.0,0.0,1.8,0.5,3.2,0.9,11.9,1.3,2.1,0.6,7.2,1.2,1.2,0.2,0.3485,0.1667,0.8333,0.9848,2.3333,0.6515,0.7121,0.8939,0.3182,0.1364,2.0606,0.4697,0.303,0.8182,1.1212,0.6364,0.3636,0.7727,0.9545,0.3636,0.0758,2.5303,0.5152,8.0455,0.5606,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3315.0,401.0,13.5,1.6,19753.0
50,42,PENNSYLVANIA,PA,McKean,42083,"McKean County, Pennsylvania",979.195595723,42609.0,0.0,21021.0,170.0,17259.0,348.0,6705.0,575.0,1567.0,206.0,24303.0,997.0,3146.0,273.0,7722.0,53.0,8563.0,174.0,7255.0,401.0,1880.0,217.8,2737.0,47.0,108.0,108.8,719.0,134.7,1865.0,149.0,148.0,61.4,1585.0,208.0,3079.0,352.0,17.1,1.5,7.9,1.0,24303.0,997.0,10.4,0.9,18.1,0.1,20.1,0.4,17.9,1.0,10.9,1.2,6.4,0.1,0.3,0.3,3.4,0.6,8.9,0.7,0.9,0.4,9.2,1.2,7.2,0.8,0.9091,0.8485,0.6818,0.3333,2.7727,0.8333,0.3939,0.4394,0.8788,0.9697,2.6818,0.9394,0.3788,0.1818,0.5606,0.2424,0.4394,0.5909,0.197,0.6515,0.8939,2.7727,0.6515,8.7879,0.803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2921.0,360.0,7.2,0.9,41617.0
51,42,PENNSYLVANIA,PA,Monroe,42089,"Monroe County, Pennsylvania",608.259345216,167126.0,0.0,80675.0,109.0,57127.0,874.0,20071.0,1953.0,8861.0,744.0,26128.0,670.0,11833.0,1081.0,24983.0,49.0,35393.0,0.0,24080.0,1384.0,4762.0,501.4,53286.0,276.0,2913.0,527.9,1514.0,255.3,2886.0,400.0,779.0,224.1,3114.0,377.0,2341.0,291.0,12.2,1.2,10.3,0.8,26128.0,670.0,10.4,1.0,14.9,0.1,21.2,0.0,14.5,0.8,8.3,0.9,31.9,0.2,1.8,0.3,1.9,0.3,3.6,0.5,1.4,0.4,5.5,0.7,1.4,0.2,0.3939,0.9848,0.4242,0.3333,2.1364,0.5455,0.0455,0.6818,0.3788,0.697,1.803,0.3182,0.9394,0.803,1.7424,0.8788,0.1364,0.197,0.6818,0.1515,0.1667,1.3333,0.0303,7.0152,0.4091,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16243.0,1353.0,9.8,0.8,143535.0
52,42,PENNSYLVANIA,PA,Union,42119,"Union County, Pennsylvania",315.985546297,45178.0,0.0,17089.0,361.0,14649.0,440.0,3991.0,558.0,955.0,230.0,23316.0,1086.0,4559.0,358.0,7262.0,63.0,8114.0,15.0,5089.0,526.0,1206.0,285.6,7075.0,59.0,347.0,146.4,691.0,156.5,1305.0,198.0,156.0,67.2,1141.0,203.0,9575.0,847.0,11.2,1.5,4.9,1.1,23316.0,1086.0,14.8,1.2,16.1,0.1,18.0,0.0,12.9,1.3,8.2,1.9,15.7,0.1,0.8,0.3,4.0,0.9,7.6,1.2,1.1,0.5,7.8,1.4,21.2,1.9,0.303,0.0303,0.8636,0.9091,2.1061,0.4848,0.1667,0.0758,0.1818,0.6818,1.1061,0.0758,0.7879,0.5758,1.3636,0.697,0.5303,0.4848,0.3788,0.5152,0.9848,2.8939,0.7273,7.4697,0.5152,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4406.0,513.0,11.2,1.3,44729.0
53,42,PENNSYLVANIA,PA,Wayne,42127,"Wayne County, Pennsylvania",725.604232627,51307.0,0.0,31874.0,150.0,19173.0,491.0,6034.0,768.0,1684.0,200.0,24962.0,822.0,3902.0,304.0,10612.0,50.0,9019.0,113.0,8352.0,480.0,1351.0,225.5,4594.0,23.0,232.0,101.4,268.0,83.9,2243.0,226.0,120.0,55.9,948.0,168.0,3920.0,347.0,12.7,1.6,7.4,0.9,24962.0,822.0,10.1,0.8,20.7,0.1,17.6,0.2,17.5,1.0,7.0,1.2,9.0,0.0,0.5,0.2,0.8,0.3,7.0,0.7,0.6,0.3,4.9,0.9,7.6,0.7,0.4394,0.7273,0.5455,0.303,2.0152,0.4545,0.9091,0.0455,0.7879,0.3788,2.1212,0.5303,0.5909,0.4545,1.0455,0.5758,0.0,0.4545,0.1061,0.0758,0.9242,1.5606,0.0606,6.7424,0.3182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3675.0,335.0,7.7,0.7,43337.0
54,42,PENNSYLVANIA,PA,Cameron,42023,"Cameron County, Pennsylvania",396.229282872,4807.0,0.0,4403.0,35.0,2187.0,124.0,602.0,119.0,111.0,40.0,25716.0,2372.0,466.0,87.0,1143.0,10.0,847.0,0.0,922.0,106.0,258.0,60.8,144.0,8.0,5.0,38.5,137.0,38.4,551.0,55.0,13.0,15.0,204.0,56.0,92.0,68.0,12.7,2.5,4.9,1.8,25716.0,2372.0,12.8,2.4,23.8,0.2,17.6,0.0,19.4,2.2,11.8,2.7,3.0,0.2,0.1,0.8,3.1,0.9,12.5,1.3,0.6,0.7,9.3,2.5,1.9,1.4,0.4394,0.0303,0.4848,0.7576,1.7121,0.3485,0.9848,0.0606,0.9545,0.9848,2.9848,0.9848,0.0606,0.0455,0.1061,0.0152,0.3333,0.8182,0.0909,0.6818,0.2727,2.197,0.3485,7.0,0.3939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,297.0,66.0,6.2,1.4,4705.0
55,42,PENNSYLVANIA,PA,Delaware,42045,"Delaware County, Pennsylvania",183.87219059,562316.0,0.0,221969.0,463.0,203610.0,1156.0,58737.0,2908.0,22117.0,951.0,34857.0,429.0,28713.0,1171.0,84921.0,65.0,126250.0,49.0,65028.0,1488.0,19221.0,862.6,176709.0,238.0,10393.0,873.9,26386.0,835.7,743.0,161.0,2707.0,303.1,22701.0,911.0,21957.0,819.0,10.9,0.5,7.5,0.3,34857.0,429.0,7.6,0.3,15.1,0.1,22.5,0.0,11.7,0.3,9.4,0.4,31.4,0.0,2.0,0.2,11.9,0.4,0.3,0.1,1.3,0.1,11.1,0.4,3.9,0.1,0.2727,0.7576,0.0455,0.1061,1.1818,0.197,0.0606,0.8485,0.0909,0.8788,1.8788,0.3636,0.9242,0.8636,1.7879,0.9242,0.9394,0.0,0.6667,0.9697,0.6364,3.2121,0.8636,8.0606,0.5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,39012.0,1835.0,7.0,0.3,523023.0
