ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,Butler,42019,"Butler County, Pennsylvania",788.5945311,186566,0,82455,271,76240,632,14952,996,4118,445,36383,553,7163,505,33045,79,38197,26,22629,841,4635,429,9603,128,383,147,5962,437,7209,443,586,155,4879,332,5675,605,8.3,0.5,4.2,0.5,36383.0,553.0,5.4,0.4,17.7,0.1,20.5,0.0,12.3,0.5,6.1,0.6,5.1,0.1,0.2,0.1,7.2,0.5,8.7,0.5,0.8,0.2,6.4,0.4,3.0,0.3,0.0606,0.1515,0.0758,0.0,0.2879,0.0,0.2273,0.6515,0.1212,0.1212,1.1212,0.1061,0.2727,0.0606,0.3333,0.1515,0.8182,0.5909,0.1212,0.2727,0.5152,2.3182,0.5,4.0606,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,580,3.5,0.3,177730
42,PENNSYLVANIA,PA,Elk,42047,"Elk County, Pennsylvania",827.3609889,30608,0,17759,68,13727,229,2962,435,604,150,28476,1021,1721,212,6452,37,6007,74,4853,347,1072,190,781,8,46,78,442,104,1223,167,92,59,1010,166,406,101,9.8,1.4,3.8,0.9,28476.0,1021.0,7.7,0.9,21.1,0.1,19.6,0.2,16.0,1.1,7.8,1.4,2.6,0.0,0.2,0.3,2.5,0.6,6.9,0.9,0.7,0.4,7.4,1.2,1.3,0.3,0.1364,0.0909,0.4091,0.197,0.8334,0.1212,0.7879,0.3333,0.5152,0.5152,2.1516,0.5455,0.0,0.0606,0.0606,0.0,0.197,0.4545,0.0606,0.4394,0.0909,1.2424,0.0152,4.288,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,189,3.1,0.6,30027
42,PENNSYLVANIA,PA,Westmoreland,42129,"Westmoreland County, Pennsylvania",1028.0397173,354751,0,170218,269,151665,902,34762,1507,7989,496,32916,434,15637,705,76650,60,65987,37,53865,1586,9620,570,21469,142,1044,248,8514,577,9815,569,861,175,11286,601,8079,528,10.0,0.4,4.4,0.3,32916.0,434.0,6.0,0.3,21.6,0.1,18.6,0.0,15.3,0.5,6.3,0.4,6.1,0.0,0.3,0.1,5.0,0.3,5.8,0.3,0.6,0.1,7.4,0.4,2.3,0.1,0.1515,0.197,0.1667,0.0606,0.5758,0.0758,0.8788,0.1667,0.3788,0.1364,1.5607,0.2273,0.3485,0.1515,0.5,0.2424,0.6212,0.3788,0.0303,0.4394,0.3333,1.803,0.1818,4.4395,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13485,1045,3.8,0.3,312839
42,PENNSYLVANIA,PA,Bucks,42017,"Bucks County, Pennsylvania",604.4276995,626370,0,249732,373,237383,1075,37423,1928,15665,753,44103,424,27363,1216,110321,20,130567,42,67859,1563,14198,798,97394,475,10009,785,26929,925,4803,342,2700,368,11394,706,9454,838,6.1,0.3,4.5,0.2,44103.0,424.0,6.1,0.3,17.6,0.1,20.8,0.0,10.9,0.3,6.0,0.3,15.5,0.1,1.7,0.1,10.8,0.4,1.9,0.1,1.1,0.2,4.8,0.3,1.5,0.1,0.0,0.2424,0.0303,0.0758,0.3485,0.0303,0.2121,0.697,0.0455,0.0909,1.0455,0.0455,0.7273,0.803,1.5303,0.7727,0.9242,0.0606,0.4394,0.0606,0.1818,1.6666,0.1212,4.5909,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,26385,1923,4.3,0.3,550358
42,PENNSYLVANIA,PA,Wyoming,42131,"Wyoming County, Pennsylvania",397.3051499,27588,0,13503,108,10784,225,2805,293,802,108,28810,933,1397,119,5433,25,5478,55,3729,243,881,114,1187,10,28,65,144,37,1589,128,94,34,483,76,737,185,10.5,1.1,5.8,0.8,28810.0,933.0,7.1,0.6,19.7,0.1,19.9,0.2,13.6,0.9,8.2,1.0,4.3,0.0,0.1,0.2,1.1,0.3,11.8,1.0,0.9,0.3,4.5,0.7,2.7,0.7,0.2576,0.5909,0.3485,0.1212,1.3182,0.2424,0.5303,0.4394,0.2576,0.6364,1.8637,0.3182,0.2121,0.0152,0.2273,0.0909,0.0455,0.803,0.1515,0.0152,0.4545,1.4697,0.0455,4.8789,0.0606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,180,4.8,0.7,22802
42,PENNSYLVANIA,PA,Perry,42099,"Perry County, Pennsylvania",551.4480259,45924,0,20784,76,18091,236,3848,433,887,154,29685,697,4056,264,8002,47,9960,18,6392,389,1360,172,2034,38,168,87,354,66,2495,225,215,57,906,123,609,141,8.5,1.0,3.7,0.7,29685.0,697.0,12.5,0.8,17.4,0.1,21.7,0.0,14.1,0.9,7.5,0.9,4.4,0.1,0.4,0.2,1.7,0.3,12.0,1.1,1.2,0.3,5.0,0.7,1.3,0.3,0.0758,0.0606,0.303,0.7727,1.2121,0.197,0.197,0.7727,0.303,0.4545,1.7272,0.303,0.2273,0.2879,0.5152,0.2727,0.0758,0.8182,0.5303,0.0758,0.0909,1.591,0.0909,5.0455,0.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,433,9.0,1.0,29294
42,PENNSYLVANIA,PA,Washington,42125,"Washington County, Pennsylvania",856.9883918,207547,0,95508,224,84100,695,18777,955,5381,444,34244,652,10551,550,40748,99,40817,0,30125,896,5566,429,15890,110,652,185,4967,364,5501,370,804,190,6397,514,5340,494,9.3,0.5,5.1,0.4,34244.0,652.0,7.1,0.4,19.6,0.1,19.7,0.0,14.6,0.4,6.6,0.5,7.7,0.1,0.3,0.1,5.2,0.4,5.8,0.4,1.0,0.2,7.6,0.6,2.6,0.2,0.1212,0.4091,0.1061,0.1212,0.7576,0.1061,0.5152,0.3636,0.3636,0.2121,1.4545,0.1667,0.4848,0.1515,0.6363,0.3333,0.6818,0.3788,0.2879,0.4848,0.3939,2.2272,0.4242,5.0756,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8304,676,4.0,0.3,192957
42,PENNSYLVANIA,PA,Cumberland,42041,"Cumberland County, Pennsylvania",545.4990921,247433,0,105204,285,98877,801,17327,1293,4982,603,36012,632,13275,798,44001,61,50175,35,27908,995,6682,563,33956,150,3020,432,7445,523,4561,371,912,183,5869,487,13197,640,7.4,0.6,3.8,0.5,36012.0,632.0,7.7,0.5,17.8,0.1,20.3,0.0,11.6,0.4,6.8,0.6,13.7,0.1,1.3,0.2,7.1,0.5,4.3,0.4,0.9,0.2,5.9,0.5,5.3,0.3,0.0455,0.0909,0.0909,0.197,0.4243,0.0606,0.2424,0.5758,0.0606,0.2727,1.1515,0.1212,0.6818,0.697,1.3788,0.7121,0.803,0.2727,0.1515,0.2121,0.7576,2.1969,0.3788,5.1515,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13870,953,5.8,0.4,254807
42,PENNSYLVANIA,PA,Pike,42103,"Pike County, Pennsylvania",544.9602864,55498,0,38982,58,21871,530,5476,590,1991,285,33111,1239,2897,361,11899,159,10320,9,9506,707,1469,240,10707,102,775,287,368,98,1310,221,189,78,872,166,375,109,10.0,1.1,7.4,1.1,33111.0,1239.0,7.1,0.9,21.4,0.3,18.6,0.0,17.2,1.3,6.7,1.1,19.3,0.2,1.4,0.5,0.9,0.3,3.4,0.6,0.9,0.4,4.0,0.7,0.7,0.2,0.1515,0.9545,0.1515,0.1212,1.3787,0.2576,0.8485,0.1667,0.7273,0.2576,2.0001,0.4697,0.8333,0.7424,1.5757,0.7879,0.0,0.1818,0.1515,0.0,0.0152,0.3485,0.0,5.303,0.1212,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3287,579,6.0,1.1,42426
42,PENNSYLVANIA,PA,Chester,42029,"Chester County, Pennsylvania",750.5239785,517156,0,199050,360,189592,816,34217,2017,12306,767,48225,649,23654,1129,79856,96,119547,35,44752,1308,11373,717,104275,227,11470,946,19859,792,5448,456,2514,312,8841,619,14354,906,6.8,0.4,4.4,0.3,48225.0,649.0,6.7,0.3,15.4,0.1,23.1,0.0,8.7,0.3,6.0,0.4,20.2,0.0,2.4,0.2,10.0,0.4,2.7,0.2,1.3,0.2,4.7,0.3,2.8,0.2,0.0303,0.197,0.0,0.0909,0.3182,0.0152,0.0303,0.9848,0.0,0.0909,1.106,0.0909,0.8485,0.9394,1.7879,0.9394,0.8939,0.1364,0.5909,0.0455,0.4848,2.1515,0.3182,5.3636,0.1364,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,30463,1892,5.9,0.4,493371
42,PENNSYLVANIA,PA,Montgomery,42091,"Montgomery County, Pennsylvania",482.957713,821301,0,332631,413,313949,1124,49866,2212,20904,953,46776,438,33289,1213,139629,54,178892,0,80599,1660,20461,924,195960,338,14619,868,48753,1131,2891,286,3769,409,18334,794,22062,955,6.2,0.3,4.6,0.2,46776.0,438.0,5.8,0.2,17.0,0.1,21.8,0.0,10.0,0.2,6.5,0.3,23.9,0.0,1.9,0.1,14.7,0.3,0.9,0.1,1.2,0.1,5.8,0.2,2.7,0.1,0.0152,0.2879,0.0152,0.0455,0.3638,0.0455,0.1515,0.803,0.0303,0.197,1.1818,0.1364,0.8939,0.8333,1.7272,0.8485,0.9848,0.0455,0.5303,0.1818,0.4545,2.1969,0.3788,5.4697,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30941,1396,3.8,0.2,859274
42,PENNSYLVANIA,PA,Warren,42123,"Warren County, Pennsylvania",884.138169,40035,0,23603,95,17080,259,4975,435,989,137,27593,1180,2178,192,8707,33,7818,0,6709,364,1197,178,1282,62,167,100,659,108,2532,178,123,48,1108,161,699,201,12.7,1.1,5.2,0.7,27593.0,1180.0,7.4,0.7,21.7,0.1,19.5,0.0,17.0,0.9,7.0,1.0,3.2,0.2,0.4,0.3,2.8,0.5,10.7,0.8,0.7,0.3,6.5,0.9,1.7,0.5,0.5,0.4394,0.4697,0.1818,1.5909,0.3182,0.8939,0.303,0.697,0.3333,2.2272,0.5909,0.0455,0.2879,0.3334,0.1667,0.2424,0.697,0.0606,0.3182,0.2273,1.5455,0.0606,5.697,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,253,5.3,0.6,33901
42,PENNSYLVANIA,PA,Adams,42001,"Adams County, Pennsylvania",518.7605842,102023,0,42068,174,39221,368,8597,892,2376,313,30534,510,8126,538,19596,76,20846,20,13565,640,2699,287,10935,45,1230,256,894,154,2750,266,531,129,1800,265,4159,392,8.8,0.9,4.5,0.6,30534.0,510.0,11.4,0.8,19.2,0.1,20.4,0.0,13.5,0.6,6.9,0.7,10.7,0.0,1.3,0.3,2.1,0.4,6.5,0.6,1.4,0.3,4.6,0.7,4.1,0.4,0.0909,0.2424,0.2424,0.6818,1.2575,0.2121,0.4394,0.6212,0.2273,0.303,1.5909,0.2424,0.6515,0.697,1.3485,0.697,0.1515,0.4091,0.6364,0.0303,0.6667,1.894,0.2273,6.0909,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5804,498,5.8,0.5,85720
42,PENNSYLVANIA,PA,Beaver,42007,"Beaver County, Pennsylvania",434.7139434,166896,0,79280,207,70817,570,17920,1305,4344,413,30016,540,8333,504,34142,59,32598,0,25881,963,5554,459,17320,72,593,195,4381,384,3500,314,684,174,6165,389,2954,428,10.9,0.8,5.1,0.5,30016.0,540.0,6.9,0.4,20.5,0.1,19.5,0.0,15.6,0.6,7.8,0.6,10.4,0.0,0.4,0.1,5.5,0.5,4.4,0.4,1.0,0.2,8.7,0.5,1.8,0.3,0.2879,0.4091,0.2727,0.1061,1.0758,0.1818,0.6818,0.303,0.4545,0.5152,1.9545,0.4091,0.6364,0.2879,0.9243,0.5303,0.697,0.2879,0.2879,0.6212,0.2727,2.1667,0.3485,6.1213,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7340,607,4.4,0.4,138039
42,PENNSYLVANIA,PA,Allegheny,42003,"Allegheny County, Pennsylvania",730.1168565,1225561,0,598424,610,537960,2061,144842,4089,34903,1155,36907,294,50463,1458,221970,41,231334,0,161343,2760,38034,1270,260278,394,9592,797,78585,1599,4206,328,4672,453,71152,1603,35177,1176,12.1,0.3,5.3,0.2,36907.0,294.0,5.7,0.2,18.1,0.1,18.9,0.0,13.3,0.2,7.1,0.2,21.2,0.0,0.8,0.1,13.1,0.3,0.7,0.1,0.9,0.1,13.2,0.3,2.9,0.1,0.4242,0.4697,0.0606,0.0152,0.9697,0.1364,0.303,0.2121,0.197,0.3788,1.0909,0.0758,0.8636,0.6212,1.4848,0.7424,0.9545,0.0303,0.1515,0.9848,0.5,2.6211,0.5606,6.1665,0.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,52433,2064,4.3,0.2,1182099
42,PENNSYLVANIA,PA,Armstrong,42005,"Armstrong County, Pennsylvania",653.1783098,66331,0,32736,126,27990,375,7683,596,1990,193,26465,579,5129,320,13954,48,12876,16,12253,559,1846,216,1890,18,142,91,1021,138,3453,207,278,92,1930,208,755,184,11.7,0.9,6.3,0.6,26465.0,579.0,10.5,0.7,21.0,0.1,19.4,0.0,18.6,0.8,6.6,0.8,2.8,0.0,0.2,0.1,3.1,0.4,10.5,0.6,1.0,0.3,6.9,0.7,1.1,0.3,0.3788,0.7273,0.6212,0.5455,2.2728,0.6212,0.7727,0.2727,0.8788,0.2121,2.1363,0.5303,0.0152,0.0606,0.0758,0.0152,0.3182,0.6818,0.2879,0.3788,0.0606,1.7273,0.1667,6.2122,0.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,394,5.0,0.6,48732
42,PENNSYLVANIA,PA,Columbia,42037,"Columbia County, Pennsylvania",483.1065549,66220,0,30081,230,26582,450,8800,803,1545,255,25794,818,4394,412,12183,56,11761,12,8730,508,1987,263,4426,36,227,114,1458,262,2468,213,130,48,1634,228,4563,521,14.3,1.3,4.9,0.8,25794.0,818.0,10.0,0.9,18.4,0.1,17.8,0.0,13.3,0.8,7.5,1.0,6.7,0.1,0.4,0.2,4.8,0.9,8.2,0.7,0.5,0.2,6.1,0.8,6.9,0.8,0.7424,0.3333,0.7424,0.3636,2.1817,0.5606,0.3485,0.0758,0.197,0.4545,1.0758,0.0606,0.4091,0.2879,0.697,0.3939,0.5909,0.5758,0.0152,0.2576,0.8485,2.288,0.4848,6.2425,0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3048,481,4.7,0.7,61800
42,PENNSYLVANIA,PA,Susquehanna,42115,"Susquehanna County, Pennsylvania",823.4955217,41340,0,23323,95,17347,235,5012,383,1187,139,29630,763,3301,214,9172,42,7844,19,6932,289,1298,135,1511,5,168,84,388,47,2613,164,243,51,957,108,311,124,12.3,0.9,6.1,0.7,29630.0,763.0,10.8,0.7,22.2,0.1,19.0,0.0,16.9,0.7,7.5,0.8,3.7,0.0,0.4,0.2,1.7,0.2,11.2,0.7,1.4,0.3,5.5,0.6,0.8,0.3,0.4394,0.6818,0.3182,0.6212,2.0606,0.4697,0.9394,0.2273,0.6818,0.4545,2.303,0.6818,0.0909,0.2879,0.3788,0.1818,0.0758,0.7424,0.6364,0.1212,0.0303,1.6061,0.1061,6.3485,0.2576,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2937,280,7.2,0.7,30040
42,PENNSYLVANIA,PA,Fulton,42057,"Fulton County, Pennsylvania",437.5511722,14506,0,7235,55,5950,127,1650,212,396,69,26082,835,1331,137,2992,24,2948,6,2342,145,462,72,552,16,3,60,144,52,1312,108,55,20,389,65,35,23,11.4,1.5,5.6,1.0,26082.0,835.0,12.7,1.3,20.6,0.2,20.3,0.0,16.2,1.0,7.8,1.2,3.8,0.1,0.0,0.4,2.0,0.7,18.1,1.5,0.9,0.3,6.5,1.1,0.2,0.2,0.3333,0.5606,0.6515,0.8333,2.3787,0.6515,0.7121,0.5758,0.5455,0.5152,2.3486,0.7273,0.1061,0.0,0.1061,0.0303,0.1212,0.9848,0.1515,0.3182,0.0,1.5757,0.0758,6.4091,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,997,140,6.9,1.0,12378
42,PENNSYLVANIA,PA,Northampton,42095,"Northampton County, Pennsylvania",369.6454428,301778,0,122862,348,114123,799,26465,1810,8296,627,34017,632,19820,968,54951,60,61052,12,37487,1286,8852,582,68529,223,5860,604,8621,503,2761,274,1115,213,7816,521,11160,741,9.1,0.6,5.3,0.4,34017.0,632.0,9.4,0.5,18.2,0.1,20.2,0.0,12.5,0.4,7.8,0.5,22.7,0.1,2.0,0.2,7.0,0.4,2.2,0.2,1.0,0.2,6.8,0.4,3.7,0.2,0.1061,0.4697,0.1364,0.3333,1.0455,0.1667,0.3182,0.5455,0.1364,0.5152,1.5153,0.197,0.8788,0.8636,1.7424,0.8939,0.7879,0.0909,0.2879,0.3636,0.5758,2.1061,0.2727,6.4093,0.2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16526,1272,5.5,0.4,265391
42,PENNSYLVANIA,PA,Snyder,42109,"Snyder County, Pennsylvania",328.7830546,40466,0,16378,118,14716,256,4046,504,568,99,26415,870,3876,271,7206,46,8537,26,4760,411,929,135,1994,22,223,100,502,139,1286,135,209,75,956,144,2261,282,10.6,1.3,2.7,0.5,26415.0,870.0,14.4,1.0,17.8,0.1,21.1,0.1,11.9,1.0,6.3,0.9,4.9,0.1,0.6,0.3,3.1,0.9,7.9,0.8,1.4,0.5,6.5,1.0,5.6,0.7,0.2727,0.0152,0.6364,0.9242,1.8485,0.3636,0.2424,0.7273,0.0758,0.1364,1.1819,0.1515,0.2576,0.5303,0.7879,0.4697,0.3182,0.5455,0.6364,0.3182,0.803,2.6213,0.5909,6.4396,0.303,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4779,422,11.9,1.1,37829
42,PENNSYLVANIA,PA,Wayne,42127,"Wayne County, Pennsylvania",725.5816105,51536,0,32240,136,18739,463,5552,535,1361,219,26570,880,3981,346,11809,63,8784,33,8579,539,1096,184,4763,8,203,96,313,109,2233,245,184,65,960,161,3898,331,11.6,1.1,6.0,1.0,26570.0,880.0,10.2,0.9,22.9,0.1,17.0,0.1,17.9,1.1,5.8,1.0,9.2,0.0,0.4,0.2,1.0,0.3,6.9,0.8,1.0,0.3,5.1,0.8,7.6,0.6,0.3636,0.6515,0.5758,0.3788,1.9697,0.4242,0.9697,0.0606,0.8333,0.0606,1.9242,0.3788,0.5758,0.2879,0.8637,0.4848,0.0303,0.4545,0.2879,0.1061,0.9242,1.803,0.1818,6.5606,0.3182,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2852,408,5.9,0.8,43381
42,PENNSYLVANIA,PA,Cameron,42023,"Cameron County, Pennsylvania",396.230752,4686,0,4438,29,2232,89,665,128,80,35,25898,1626,323,63,1226,39,779,34,867,85,179,58,177,10,6,41,129,38,571,79,13,17,219,55,85,26,14.3,2.8,3.6,1.6,25898.0,1626.0,9.0,1.8,26.2,0.8,16.6,0.7,18.7,1.8,8.0,2.6,3.8,0.2,0.1,0.9,2.9,0.9,12.9,1.8,0.6,0.8,9.8,2.4,1.8,0.6,0.7424,0.0303,0.697,0.2727,1.7424,0.3333,0.9848,0.0455,0.8939,0.6061,2.5303,0.8485,0.1061,0.0152,0.1213,0.0455,0.2727,0.8485,0.0303,0.7879,0.2727,2.2121,0.4091,6.6061,0.3333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,143,46,3.1,1.0,4286
42,PENNSYLVANIA,PA,Tioga,42117,"Tioga County, Pennsylvania",1133.7725592,41226,0,21793,124,16178,306,5773,586,1133,158,26059,764,2962,224,8578,31,8214,0,7036,387,1168,167,1557,11,56,75,701,130,3821,266,146,41,1029,140,685,257,14.2,1.4,5.9,0.8,26059.0,764.0,10.2,0.8,20.8,0.1,19.9,0.0,17.2,0.9,7.2,1.0,3.8,0.0,0.1,0.2,3.2,0.6,17.5,1.2,0.9,0.3,6.4,0.8,1.7,0.6,0.6818,0.6061,0.6818,0.3788,2.3485,0.6364,0.7424,0.4394,0.7273,0.3939,2.303,0.6818,0.1061,0.0152,0.1213,0.0455,0.3636,0.9545,0.1515,0.2727,0.2273,1.9696,0.2576,6.7424,0.3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3177,326,7.8,0.8,35703
42,PENNSYLVANIA,PA,Monroe,42089,"Monroe County, Pennsylvania",608.2567556,167586,0,81328,130,56770,863,19004,1904,6723,689,28486,620,12284,1005,27248,74,33787,0,25498,1048,4345,428,55621,211,2691,469,1652,295,3059,367,924,218,2846,365,2295,287,11.5,1.1,7.9,0.8,28486.0,620.0,10.6,0.9,16.3,0.1,20.2,0.0,15.3,0.6,7.7,0.7,33.2,0.1,1.7,0.3,2.0,0.4,3.8,0.5,1.6,0.4,5.0,0.6,1.4,0.2,0.3485,0.9697,0.3939,0.5606,2.2727,0.6061,0.0909,0.5455,0.3788,0.5,1.5152,0.1818,0.9394,0.803,1.7424,0.8939,0.1212,0.197,0.7727,0.0758,0.1364,1.3031,0.0303,6.8334,0.3636,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,11760,1169,7.1,0.7,144612
42,PENNSYLVANIA,PA,Centre,42027,"Centre County, Pennsylvania",1109.8616936,161443,0,66312,327,57908,800,26301,1365,3409,428,29432,527,5538,417,21423,91,24494,19,15018,666,2377,326,23422,307,1269,303,11518,676,3320,332,1356,232,5743,570,18149,705,18.4,0.9,4.3,0.5,29432.0,527.0,5.7,0.4,13.3,0.1,15.2,0.0,9.6,0.4,4.1,0.6,14.5,0.2,0.8,0.2,17.4,1.0,5.0,0.5,2.3,0.4,9.9,0.9,11.2,0.4,0.9848,0.1667,0.3333,0.0152,1.5,0.303,0.0152,0.0303,0.0152,0.0152,0.0759,0.0,0.7121,0.6212,1.3333,0.6667,1.0,0.3182,0.9697,0.8182,0.9545,4.0606,1.0,6.9698,0.3788,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,4,8550,1010,5.5,0.6,169104
